identificador,nome,miniatura,resumo,disciplina,ano,descritores,linkdown,visualizar,tema,origem,autores,idioma,data
192,Suma Monedas,recursos/img/Matematica/SumaMonedas.png,"O recurso “Suma Monedas”, trabalha com o cálculo de operações de adição simples,  o usuário deve contar o número de moedas que têm valor de um real e verificar o resultado da adição. Possui três níveis de dificuldades e um quadro que indica a quantidade de erros e acertos para cada cálculo realizado",Matematica,2,DMI17,recursos/recurso/matematica/2/SumaMonedas.rar,recursos/recurso/matematica/2/SumaMonedas.swf,Números e operações de adição,Portal do Professor,,Espanhol,Desconhecida
193,Contando Letras,recursos/img/Matematica/ContandoLetras.png,"O recurso “Contando Letras“, propõe duas atividades, a primeira consiste no reconhecimento das letras ausentes nas palavras e a segunda é fazer a associação entre tamanho, cores e quantidade das barras indicadas  à quantidade de letras que corresponde a cada palavra.",Matematica,2,DMI17,recursos/recurso/matematica/2/contandoletras.rar,recursos/recurso/matematica/2/contandoletras.swf,Adição,Noas,,Português,Desconhecida
194,Jogo da Páscoa,recursos/img/Matematica/JogodaPascoa.png,"O recurso “Jogo da Páscoa”, estimula a percepção visual, na capacidade de associação de acordo com as cores e quantidades apresentadas e no raciocínio lógico. Sendo dividido em duas atividades, a primeira o usuário precisa encontrar todos os ovos distribuídos na floresta e colocá-los na cesta. Já a segunda atividade, é preciso fazer uma relação entre as cores e quantidades de ovos e colocá-los na cesta correta",Matematica,2,Este recurso não contempla nenhum Descritor da Matriz de Referência SAEB,recursos/recurso/matematica/2/jogo-da-pascoa.rar,recursos/recurso/matematica/2/jogo-da-pascoa.swf,Percepção Visual e noções de quantidade,Noas,,Português,Desconhecida
195,Magnetes da Divisão,recursos/img/Matematica/MagnetesdaDivisao.png,"O recurso “Magnetes da Divisão”, trata-se de uma lousa digital , onde permite que o aluno construa e resolva  seu próprio cálculo de divisão, contando com o auxílio de uma calculadora.",Matematica,2,DMI18,recursos/recurso/matematica/2/magnetes_div.rar,recursos/recurso/matematica/2/magnetes_div.swf,Divisão,Mosaico Edu,,Português,2003
196,Magnetes da Multiplicação,recursos/img/Matematica/MagnetesdaMultiplicacao.png,"O recurso “Magnetes da Multiplicação”, trata-se de uma lousa digital , onde permite que o aluno construa e resolva  seu próprio cálculo de multiplicação, contando com o auxílio de uma calculadora.",Matematica,2,DMI18,recursos/recurso/matematica/2/magnetes_mult.rar,recursos/recurso/matematica/2/magnetes_mult.swf,Divisão,Mosaico Edu,,Português,2003
197,Que Horas São?,recursos/img/Matematica/quehorasSao.png,"O recurso “Que Horas São?”, propõe uma atividade, para ajudar na identificação das horas entre um relógio analógico e um  digital.",Matematica,2,DMI08,recursos/recurso/matematica/2/quehorasSao.rar,recursos/recurso/matematica/2/quehorasSao.swf,Noções de tempo,Mosaico Edu,,Português,2002
198,Mico Matemático,recursos/img/Matematica/micoMatematico.png,"O recurso trata da resolução de atividades referentes ao conteúdo de operações matemáticas, no caso, números antecessores e sucessores.",Matematica,3,DMI17;DMI19,recursos/recurso/matematica/3/micoMatematico.rar,recursos/recurso/matematica/3/micoMatematico.swf,Antecessor e Sucessor,Bioe,,Português,Desconhecida
199,Números Ábaco,recursos/img/Matematica/numerosAbaco.png,"O recurso apresenta um ábaco de milhares, centenas, dezenas e unidades. Onde o usuário poderá formar números manipulando suas bolinhas.",Matematica,3,DMI13,recursos/recurso/matematica/3/numerosAbaco.rar,recursos/recurso/matematica/3/numerosAbaco.swf,Casas Decimais,Mosaico Edu,,Português,2004
200,Círculo Mágico,recursos/img/Matematica/circuloMagico.png,"O recurso  é similar ao quadrado mágico, mas com círculos. Nele o aluno deve organizar números nas intersecções de três círculos de forma que as somas em cada circunferência seja a mesma",Matematica,3,DMI17,recursos/recurso/matematica/3/circuloMagico.rar,recursos/recurso/matematica/3/circuloMagico.swf,Circunferência,Portal do Professor,,Português,Desconhecida
201,Antecessor e Sucessor 3,recursos/img/Matematica/antecessoreSucessor3.png,O objeto permite que o usuário pratique o conceito de antecessor e sucessor de centenas.,Matematica,3,DMI14,recursos/recurso/matematica/3/antecessoreSucessor3.rar,recursos/recurso/matematica/3/antecessoreSucessor3.swf,Antecessor e Sucessor de centenas,Mosaico Edu,,Português,2002
202,Antecessor e Sucessor 4,recursos/img/Matematica/antecessoreSucessor4.png,O objeto permite que o usuário pratique o conceito de antecessor e sucessor de centenas.,Matematica,3,DMI14,recursos/recurso/matematica/3/antecessoreSucessor4.rar,recursos/recurso/matematica/3/antecessoreSucessor4.swf,Antecessor e Sucessor de centenas,Mosaico Edu,,Português,2002
203,Triângulo Soma-9,recursos/img/Matematica/trianguloSoma9.png,O usuário deverá ordenar os números de modo que a soma de cada lado do triângulo seja igual a nove.,Matematica,3,DMI17,recursos/recurso/matematica/3/trianguloSoma9.rar,recursos/recurso/matematica/3/trianguloSoma9.swf,Soma dos lados de um triângulo,Mosaico Edu,,Português,2002
204,Triângulo Soma-10,recursos/img/Matematica/trianguloSoma10.png,O usuário deverá ordenar os números de modo que a soma de cada lado do triângulo seja igual a dez.,Matematica,3,DMI17,recursos/recurso/matematica/3/trianguloSoma10.rar,recursos/recurso/matematica/3/trianguloSoma10.swf,Soma dos lados de um triângulo,Mosaico Edu,,Português,2002
205,Triângulo Soma-11,recursos/img/Matematica/trianguloSoma11.png,O usuário deverá ordenar os números de modo que a soma de cada lado do triângulo seja igual a onze.,Matematica,3,DMI17,recursos/recurso/matematica/3/trianguloSoma11.rar,recursos/recurso/matematica/3/trianguloSoma11.swf,Soma dos lados de um triângulo,Mosaico Edu,,Português,2002
206,Triângulo Soma-12,recursos/img/Matematica/trianguloSoma12.png,O usuário deverá ordenar os números de modo que a soma de cada lado do triângulo seja igual a doze.,Matematica,3,DMI17,recursos/recurso/matematica/3/trianguloSoma12.rar,recursos/recurso/matematica/3/trianguloSoma12.swf,Soma dos lados de um triângulo,Mosaico Edu,,Português,2002
207,A História dos Números - Áudio,recursos/img/Matematica/AHistóriadosNúmeros.png,"O recurso” História dos Números”, trata-se de uma áudio onde apresenta situações que podem desencadear discussões sobre a história dos números, sua utilização  e a criação do número  zero.",Matematica,3,DMI13;DMI15;DMI16,recursos/recurso/matematica/3/HistóriadosNumeros.rar,recursos/recurso/matematica/3/HistóriadosNumeros.mp3,História dos Números,Portal do Professor,,Português,Desconhecida
208,Sequências Numéricas,recursos/img/Matematica/SequenciasNumericas.png,"O recurso “Sequências Numéricas”, proporciona meios para desenvolver noções de sequência numéricas,  completem as sequências de acordo com o primeiro e o último número apresentados.",Matematica,3,DMI14,recursos/recurso/matematica/3/sequencias-numericas.rar,recursos/recurso/matematica/3/sequencias-numericas.swf,Sequências Numéricas,Noas,,Português,Desconhecida
209,Ponteiros à Solta,recursos/img/Matematica/PonteirosàSolta.png,"O recurso  “Ponteiros à Solta, permite a configuração os ponteiros do relógio, arrastando e rotacionando os ponteiros de acordo com a hora indicada, com isso eles podem identificar a fração de horas e observar a transição do dia para a noite.",Matematica,3,DMI08;DMI24,recursos/recurso/matematica/3/ponteiros-a-solta.rar,recursos/recurso/matematica/3/ponteiros-a-solta.swf,Noções de Tempo,Noas,,Português,Desconhecida
210,Feira dos Pesos,recursos/img/Matematica/FeiradosPesos.png,"O recurso  “Feira dos Pesos,  trabalha conceitos algébricos e faz comparações através de pesos desconhecidos entre eles utilizando uma balança de dois pratos para que o aluno  possa ordenar de forma crescente ou decrescente.",Matematica,3,DMI6,recursos/recurso/matematica/3/feiradospesos.rar,recursos/recurso/matematica/3/feiradospesos.swf,Grandezas e medidas,Rived,,Português,Desconhecida
211,Números Múltiplos,recursos/img/Matematica/NúmerosMúltiplos.png,"O recurso “Números Múltiplos”,  propõe identificar e interpretar se um número é, ou não múltiplos do outro;Comparação, seqüências de números e estabelecer que números existam em comum nas mesmas;Analisar uma seqüência de números e perceber que relação existe entre os mesmos.",Matematica,3,DMI17;DMI18,recursos/recurso/matematica/3/NumerosMultiplos.rar,recursos/recurso/matematica/3/NumerosMultiplos.swf,Números multiplos,Proativa,,Português,Desconhecida
212,Números Perdidos,recursos/img/Matematica/NúmerosPerdidos.png,"O recurso “Números Perdidos”, trabalha com adição, subtração e multiplicação, onde o aluno deve identificar o resultado das operações e colocá-los nos espaços indicados, arrastando corretamente o resultado de cada operação.",Matematica,3,DMI17;DMI18,recursos/recurso/matematica/3/numeros-perdidos.rar,recursos/recurso/matematica/3/numeros-perdidos.swf,Números e operações,Vedoque,,Espanhol,Desconhecida
213,A Arte e a Matemática- Vídeo,recursos/img/Matematica/NúmerosPerdidos.png,"O recurso “A Arte e a Matemática”. trata-se de um vídeo que mostra a relação entre arte e matemática através de um Episódio do programa Arte e Matemática, da TV Escola. Em que aborda a relação entre arte e matemática, demonstrando que a evolução da arte ocorreu devido ao desenvolvimento da matemática.",Matematica,3,DMI13;DMI15,recursos/recurso/matematica/3/AarteEaMatematica.rar,recursos/recurso/matematica/3/AarteEaMatematica.wmv,Arte e Matemática,Portal do Professor,,Português,Desconhecida
214,Acerte o Resultado,recursos/img/Matematica/Acerte.png,"O recurso “Acerte o Resultado”, propõe  testar as  habilidades na resolução de operações com os números naturais que deverão aparecer na tela. Para isso é preciso tocar no alvo correspondente a resposta correta.",Matematica,3,DMI17,recursos/recurso/matematica/3/AcerteOresultado.rar,recursos/recurso/matematica/3/AcerteOresultado.swf,Números e operações,Noas,,Português,Desconhecida
215,Escrever um Número na Forma Expandida - Video,recursos/img/Matematica/EscritadeNúmeros.png,"O recurso “Escrever um Número na Forma Expandida”, trata-se de um vídeo que mostra como escrever na forma expandida o número 14.897. Além disso, é identificado qual é a ordem de cada um dos algarismos. Dessa forma, o processo desenvolvido para este exemplo pode ser estendido para outros números de até cinco dígitos.",Matematica,3,DMI13;DMI15;DMI16,recursos/recurso/matematica/3/escrever_um_numero_na_forma_expandida.rar,recursos/recurso/matematica/3/escrever_um_numero_na_forma_expandida.flv,Escrita de Números,Portal do Professor,,Português,Desconhecida
216,Contagem Crescente (De 1 em 1),recursos/img/Matematica/ContagemCrescenteDe1em1.png,"O recurso “Contagem Crescente (De 1 em 1), apresenta um quadro com números ordenados de 1 até 100, onde pode ser utilizado como base para ser trabalhado com sequência numérica. O objetivo é preencher os quadros de acordo com a sequência numérica apresentada.",Matematica,3,DMI14,recursos/recurso/matematica/3/ContagemCrescente De1em1.rar,recursos/recurso/matematica/3/ContagemCrescente De1em1.swf,Sequência Numérica,Portal do Professor,,Português,Desconhecida
217,Cálculo Mental,recursos/img/Matematica/CalculoMental.png,No recurso “Cálculo Mental”  é possível realizar operações de subtração e adição mentalmente.,Matematica,3,DMII18,recursos/recurso/matematica/3/CalculoMental.rar,recursos/recurso/matematica/3/CalculoMental.swf,Números e Operações,Mosaico Edu,Júlio Marinho; Cooperativa de educação e Reabilitação de crianças inadaptadas da Fafe (CERCIFAF),Português,2010
218,Encaixe das Frações,recursos/img/Matematica/encaixeDasFracoes.png,"O recurso trabalha com frações. Possui dois níveis de dificuldade, envolvendo as representações gráfica, numérica e escrita de frações.",Matematica,4,DMI24,recursos/recurso/matematica/4/encaixeDasFracoes.rar,recursos/recurso/matematica/4/encaixeDasFracoes.swf,Frações,Bioe,,Português,Desconhecida
219,Supermercado Virtual,recursos/img/Matematica/supermercadoVirtual.png,"O recurso traz um pequeno supermercado onde produtos devem ser comprados sem ultrapassar um limite de gasto estabelecido, oferecendo duas possibilidades de preço para um mesmo produto de marcas distintas.",Matematica,4,DMI23;DMI25,recursos/recurso/matematica/4/supermercadoVirtual.rar,recursos/recurso/matematica/4/supermercadoVirtual.swf,Sistema Monetário e decimal,Bioe,,Português,Desconhecida
220,Poliminos,recursos/img/Matematica/Poliminos.png,O recurso apresenta uma figura geométrica e peças variadas. Tais peças deverão ser utilizadas pelo usuário para formar a figura supracitada.,Matematica,4,DMI05,recursos/recurso/matematica/4/Poliminos.rar,recursos/recurso/matematica/4/Poliminos.swf,Espaço e Formas,Bioe,,Português,Desconhecida
221,Animais Matemáticos - Numeração,recursos/img/Matematica/animaisMatematicosnumeracao.png,O recurso apresenta uma tela onde é oferecida uma determinada quantidade de unidades e dezenas para que em um momento posterior estas quantidades sejam representadas pelo seu algarismo numérico em um espaço determinado para a representação.,Matematica,4,DMI13,recursos/recurso/matematica/4/animaisMatematicosnumeracao.rar,recursos/recurso/matematica/4/animaisMatematicosnumeracao.swf,Dezenas e Unidades,Bioe,,Português,Desconhecida
222,Fórmula Mágica,recursos/img/Matematica/formulaMagica.png,"O recurso apresenta uma sequência de instruções que serão realizadas a partir de um número escolhido ao acaso pelo usuário. Após dar as instruções, o jogo adivinha o número que inicialmente foi escolhido.",Matematica,4,DMI13;DMI18,recursos/recurso/matematica/4/formulaMagica.rar,recursos/recurso/matematica/4/formulaMagica.swf,Cálculo Mental,Portal do Professor,,Português,Desconhecida
223,Média Aritmética,recursos/img/Matematica/mediaAritmetica.png,"O recurso apresenta o cálculo da média aritmética com cinco variáveis de pesos diferentes, ou seja, as frequências relativas são diferentes,chamada de média aritmética ponderada. Logo após, o recurso oferece o cálculo da média ponderada, sendo o somatório da multiplicação de cada valor do conjunto por sua frequência, dividindo pelo somatório de todas as frequências dos elementos do conjunto.",Matematica,4,DMI17;DMI18,recursos/recurso/matematica/4/mediaAritmetica.rar,recursos/recurso/matematica/4/mediaAritmetica.swf,Média Aritmética,Portal do Professor,,Português,Desconhecida
224,Memória com Frações,recursos/img/Matematica/memoriaComFracoes.png,Trata-se de um jogo da memória com frações onde um par é formado pela representação geométrica e pela sua representação numérica.,Matematica,4,DMI24;DMII22,recursos/recurso/matematica/4/memoriaComFracoes.rar,recursos/recurso/matematica/4/memoriaComFracoes.swf,Frações,Portal do Professor,,Português,Desconhecida
225,Muro Numérico,recursos/img/Matematica/muroNumerico.png,O recurso apresenta um modelo de muro com números. O usuário deve decidir se as operações que deram origem a estes números são de adição ou de multiplicação. Uma vez decidido o usuário efetua esta operação em um novo muro proposto pelo objeto.,Matematica,4,DMI17;DMI18,recursos/recurso/matematica/4/muroNumerico.rar,recursos/recurso/matematica/4/muroNumerico.swf,Números e Operações,Portal do Professor,,Português,Desconhecida
226,Um Dia de Compras,recursos/img/Matematica/umDia_de_Compras.png,"O recurso propõe uma atividade de compras em uma feira de frutas, verduras e legumes.Existe uma lista de compras contendo alguns ítens que o aluno deverá comprar na feira. Porém, em algumas barracas contêm os mesmos ítens com preços diferentes. Para que ao final das compras  o aluno possa comprar um doce, à sua escolha, ele deverá comparar os preços e comprar conforme a lista de compras que recebeu.",Matematica,4,DMI23,recursos/recurso/matematica/4/umDia_de_Compras.rar,recursos/recurso/matematica/4/umDia_de_Compras.swf,Sistema Monetário e decimal,Portal do Professor,,Português,Desconhecida
227,Velila e a Matenave,recursos/img/Matematica/velilaEmatenave.png,"O recurso propõe exercitar as operações matemáticas, como: soma, subtração e multiplicação. Contém seis seções, o objetivo é destruir os meteoros que avançam com operações matemáticas, para isso o aluno deverá clicar na tecla 'b' se a operação estiver correta e 'm' se a operação estiver errada.",Matematica,4,DMI17;DMI18,recursos/recurso/matematica/4/velilaEmatenave.rar,recursos/recurso/matematica/4/velilaEmatenave.swf,Números e operações,Bioe,,Espanhol,Desconhecida
228,Essa eu quero ver,recursos/img/Matematica/essaeuquerover.PNG,"O recurso “Essa eu quero ver”, trata-se de uma simulação que apresenta várias atividades envolvendo noções de quantidade,números e operações.",Matematica,4,DMI08;DMI13;DMI15;DMI17;DMI18;DMI20,recursos/recurso/matematica/4/essa_eu_quero_ver.rar,recursos/recurso/matematica/4/essa_eu_quero_ver.swf,"Relações de Medidas de Tempo, Números e operações, Relações sobre dezenas e unidades",Portal do Professor,,Português,Desconhecida
229,Analisando às Aréas,recursos/img/Matematica/analisandoasareas.PNG,O recurso “Analisando às Áreas” permite a decomposição e recomposição de figuras com o intuito de descobrir as áreas das mesmas.,Matematica,4,DMI12,recursos/recurso/matematica/4/Analisando as áreas.rar,recursos/recurso/matematica/4/Analisando as áreas.swf,Espaço e Forma,MD Mat,,Português,Desconhecida
230,Eh o Bicho,recursos/img/Matematica/ehobicho.PNG,O recurso “Eh o Bicho”  permite interpretar e refletir os resultados das situações-problema;Relacionar as atividades de adição e subtração como algo indissociável;Comparar as relações entre tabelas e gráficos.,Matematica,4,DMI01;DMI17;DMI19;DMI27,recursos/recurso/matematica/4/ehobicho.rar,recursos/recurso/matematica/4/ehobicho.swf,"Classificação, ordenação e seriação",Proativa,,Português,Desconhecida
231,Classificando as figuras secretas geométrica,recursos/img/Matematica/classificandoasfigurasgeometricas,"O recurso “Classificando as figuras secretas geométrica”, usa figuras geométricas para abordar os assuntos de ângulos e lados.",Matematica,4,DMI03,recursos/recurso/matematica/4/ClassificandoFigurasSecretasGeometricas.rar,recursos/recurso/matematica/4/ClassificandoFigurasSecretasGeometricas.swf,Figuras geométricas,Bioe,,Português,Desconhecida
232,Dividir e conquistar,recursos/img/Matematica/dividireconquistar.png,"O recurso “Dividir e Conquistar”  apresenta diversas fases e em cada uma, traz um novo número,no qual os alunos precisam descobrir quais são divisíveis por ele.",Matematica,4,DMI18,recursos/recurso/matematica/4/DividirConquistar.rar,recursos/recurso/matematica/4/DividirConquistar.swf,Divisibilidade,Vidoque,,Português,Desconhecida
233,Sistema de Numeração e um pouco de história - Vídeo,recursos/img/Matematica/sistemadenumeracao.png,"O recurso “Sistema de Numeração e um pouco de história”, ajuda a compreender como são formados os números no sistema indo-arábico.",Matematica,4,DMI15,recursos/recurso/matematica/4/Sistemadenumeracao.rar,recursos/recurso/matematica/4/Sistemadenumeracao.mp4,Sistemas de Numeração,Portal do Professor,,Português,2013
234,Máquina de Café,recursos/img/Matematica/maquinacafe.png,O recurso simula uma máquina de café propondo uma situação-problema de adição e composição de Números Decimais.,Matematica,5,DMI10;DMI23;DMI25,recursos/recurso/matematica/5/maquinacafe.rar,recursos/recurso/matematica/5/maquinacafe.swf,Sistema Monetário e decimal,Bioe,,Português,Desconhecida
235,Principio Multiplicativo,recursos/img/Matematica/principioMultiplicativo.png,A simulação explora o Princípio Fundamental da Contagem através dos diferentes caminhos e meios de transportes que podem ser utilizados entre algumas cidades. Através de situações e cidades distintas o estudante avalia as possibilidades para cada questão apresentada e responde a questão.,Matematica,5,DMI18,recursos/recurso/matematica/5/principioMultiplicativo.rar,recursos/recurso/matematica/5/principioMultiplicativo.swf,Multiplicação e Divisão,Portal do Professor,,Português,Desconhecida
236,Pintou Fração,recursos/img/Matematica/pintouFracao.png,"A atividade consiste em pintar as figuras, de acordo com as frações correspondentes.",Matematica,5,DMI26,recursos/recurso/matematica/5/pintouFracao.rar,recursos/recurso/matematica/5/pintouFracao.swf,Frações,MDMAT,,Português,Desconhecida
237,Classificar Bolinhas,recursos/img/Matematica/bolinhas_classificar.png,"O recurso apresenta algumas bolinhas e um diagrama;deve-se prestar atenção nas características que cada bolinha possui e decidir em qual diagrama ela deve ficar. Estimula a observação de características comuns e simultâneas, ensina a organizar dados em um diagrama.",Matematica,5,DMI01,recursos/recurso/matematica/5/bolinhas_classificar.rar,recursos/recurso/matematica/5/bolinhas_classificar.swf,Organização de Diagrama,Portal do Professor,,Português,Desconhecida
238,Pesando Caixas,recursos/img/Matematica/pesandoCaixas.png,"O recurso faz uso de desafios, onde o usuário deve encontrar o valor das incógnitas do problema a partir de valores conhecidos.Trabalhar com os conceitos de soma e multiplicação decimal atrelada a equações de primeiro grau.",Matematica,5,DMI17;DMI18,recursos/recurso/matematica/5/pesandoCaixas.rar,recursos/recurso/matematica/5/pesandoCaixas.swf,Soma e multiplicação decimal,Portal do Professor,,Português,Desconhecida
239,Planificações,recursos/img/Matematica/planificacao.png,O recurso possibilita ao usuário trabalhar o raciocínio lógico e espacial através da manipulação de cubos e da observação de sua planificação.,Matematica,5,DMI02,recursos/recurso/matematica/5/planificacao.rar,recursos/recurso/matematica/5/planificacao.swf,Raciocínio Lógico e Espacial,Portal do Professor,,Português,Desconhecida
240,Quadrado Mágico,recursos/img/Matematica/quadrado_magico.png,"O aluno deve completar as nove casas do quadrado mágico com números cuja soma de cada linha, coluna e diagonal seja a mesma.",Matematica,5,DMI17,recursos/recurso/matematica/5/quadrado_magico.rar,recursos/recurso/matematica/5/quadrado_magico.swf,Soma de números naturais,Portal do Professor,,Português,Desconhecida
241,Que Peça Usei?,recursos/img/Matematica/quePecaUsei.png,"O recurso apresenta uma construção e solicita que se verifique com quais grupos de peças é possível reproduzi-la. Algumas delas podem ser reproduzidas com mais de um conjunto de peças, pois as mesmas podem sobrar.",Matematica,5,DMI02,recursos/recurso/matematica/5/quePecaUsei.rar,recursos/recurso/matematica/5/quePecaUsei.swf,Identificar peças e semelhanças entre conjuntos,Portal do Professor,,Português,Desconhecida
242,Simplificando Frações,recursos/img/Matematica/simplificandoFracoes.png,Este recurso propõe que o usuário deve simplificar as frações dispostas até a sua forma irredutível.,Matematica,5,DMI24,recursos/recurso/matematica/5/simplificandoFracoes.rar,recursos/recurso/matematica/5/simplificandoFracoes.swf,Simplificação de frações,Portal do Professor,,Português,Desconhecida
243,Tabuada 8,recursos/img/Matematica/tabuada8.png,"O recurso apresenta a tabuada do número 8. Onde o aluno deverá fornecer o resultado correto da multiplicação, para poder passar a questão seguinte, até chegar ao final do jogo. Trabalhando com noções de quantidade,cores e possibilidades e,assim,fixar a tabuada do 8",Matematica,5,DMI18,recursos/recurso/matematica/5/tabuada8.rar,recursos/recurso/matematica/5/tabuada8.swf,Números e Operações,Portal do Professor,,Português,Desconhecida
244,Matemática das Frações,recursos/img/Matematica/matematicadasfracoes.PNG,"O recurso “Matemática das Frações”, propõe  atividades que possibilitam trabalhar  situações com  frações equivalentes.",Matematica,5,DMI21;DMI24,recursos/recurso/matematica/5/MatematicadasFracoes.rar,recursos/recurso/matematica/5/MatematicadasFracoes.swf,Frações equivalentes,Portal do Professor,,Português,Desconhecida
245,Tabuada 9,recursos/img/Matematica/tabuada9.PNG,"O  recurso “Tabuada 9”,  propõe a resolução de operações de multiplicação trabalhando na memorização da tabuada do 9.Com esse recurso o aluno deverá fornecer o resultado correto da multiplicação, para poder passar a questão seguinte, até chegar ao final do jogo.",Matematica,5,DMI18,recursos/recurso/matematica/5/Tabuada9.rar,recursos/recurso/matematica/5/Tabuada9.swf,Números e operações,Portal do Professor,,Português,Desconhecida
246,Tabuada 10,recursos/img/Matematica/tabuada10.PNG,"O recurso “Tabuada 10”,  propõe a resolução de operações de multiplicação trabalhando na memorização da tabuada do 10.Com esse recurso o aluno deverá fornecer o resultado correto da multiplicação, para poder passar a questão seguinte, até chegar ao final do jogo.",Matematica,5,DMI18,recursos/recurso/matematica/5/Tabuada10.rar,recursos/recurso/matematica/5/Tabuada10.swf,Números e operações,Portal do Professor,,Português,Desconhecida
247,Nomes e Formas 2,recursos/img/Matematica/nomeseformas2,"O recurso “Subtração de inteiros”, consiste em associar a forma geométrica de cada figura plana ao seu nome correspondente. O recurso propõe dois desafios o primeiro de terminar a atividade no tempo estimado de um minuto, e o segundo desafio sem um tempo determinado.",Matematica,5,DMI18,recursos/recurso/matematica/5/NomeseFormas2.rar,recursos/recurso/matematica/5/NomeseFormas2.swf,Espaço e Formas,Bioe,,Português,Desconhecida
248,Quem sabe somar sabe dividir,recursos/img/Matematica/quemsabesomarsabedividir.png,"O recurso “Quem sabe somar sabe dividir” é um vídeo que ensina as operações matemáticas de adição, subtração, multiplicação e divisão.",Matematica,5,DMI17;DMI18,recursos/recurso/matematica/5/QuemSabeSomarSabeDividir.rar,recursos/recurso/matematica/5/QuemSabeSomarSabeDividir.swf,Números e Operações,Bioe,,Português,2008
249,A divisão e as suas interpretações - matemática na vida - Vídeo,recursos/img/Matematica/adivisãoeassuasinterpretações.PNG,"O recurso “A divisão e as suas interpretações - matemática na vida”, trata-se de um vídeo que apresenta a operação matemática da divisão e as diferenças entre razão e proporção.",Matematica,5,DMI20,recursos/recurso/matematica/5/Adivisaoeassuasinterpretacoesmatematicanavida.rar,recursos/recurso/matematica/5/Adivisaoeassuasinterpretacoesmatematicanavida.wmv,Números e Operações,Portal do Professor,,Português,2009
250,Arrume Operações,recursos/img/Matematica/arrumeOperacoes.png,"O recurso ""Arrume Operações"" trabalha a ordem de operações em expressões numéricas, para aumentar e maximizar o valor final da expressão.",Matematica,6,DMII18,recursos/recurso/matematica/6/arrumeOperacoes.rar,recursos/recurso/matematica/6/arrumeOperacoes.swf,Expressões Numéricas,Pead.Faced.Ufrgs,UFRGS - Universidade Federal do Rio Grande do Sul,Português,Desconhecido
251,Expressões Numéricas,recursos/img/Matematica/expressoesNumericas.png,"O recurso ""Expressões Numéricas"" trabalha a ordem de resolução das operações em uma expressão numérica, com e sem parênteses, e treina o cálculo mental.",Matematica,6,DMII18,recursos/recurso/matematica/6/expressoesNumericas.rar,recursos/recurso/matematica/6/expressoesNumericas.swf,Expressões numéricas,Bioe,"Roger Rey, Fernando Romero e Alfonso Garcia",Português,Desconhecido
252,Números Primos,recursos/img/Matematica/numerosPrimos.png,"O recurso ""Números Primos"" trabalha a fatoração em fatores primos, a relação de ordem dos naturais e a multiplicação mental.",Matematica,6,DMII18,recursos/recurso/matematica/6/numerosPrimos.rar,recursos/recurso/matematica/6/numerosPrimos.swf,Números primos,MDMat,MD MAT - Mídias Digitais para Matemática,Português,Desconhecido
253,Classificando Frações,recursos/img/Matematica/classificandoFracoes.png,"No recurso “Classificando Frações”, possibilita fazer comparações entre as  frações,  em seguida permite classificá-las  em menor,maior ou igual a um.",Matematica,6,DMII17,recursos/recurso/matematica/6/classificandofracoes.rar,recursos/recurso/matematica/6/classificandofracoes/classificandofracoes.swf,Frações,MDMat,MD MAT - Mídias Digitais para Matemática,Português,Desconhecido
254,Dados,recursos/img/Matematica/Dados.png,"O recurso ""Dados"" possibilita o reconhecimento da relação entre o cubo e suas planificações, por meio da identificação das faces opostas do dado.",Matematica,6,DMII2;DMII18,recursos/recurso/matematica/6/Dados.rar,recursos/recurso/matematica/6/Dados.swf,Planificação do cubo,Bioe,MD MAT - Mídias Digitais para Matemática,Português,2009
255,Fotografando,recursos/img/Matematica/Fotografando.png,"O recurso “Fotografando”, tem como objetivo trabalhar na prática os conceitos e de Mínimo Múltiplo Comum.",Matematica,6,DMII19,recursos/recurso/matematica/6/fotografando.rar,recursos/recurso/matematica/6/fotografando/passarada.swf,Mínimo Múltiplo Comum,Bioe,MD MAT - Mídias Digitais para Matemática,Português,2009
256,Divisão Decimal,recursos/img/Matematica/divisaodecimal.png,"No recurso “Divisão decimal”, tem como objetivo efetuar operações de divisões com números racionais.",Matematica,6,DMII25,recursos/recurso/matematica/6/divisaodecimal.rar,recursos/recurso/matematica/6/divisaodecimal.swf,Operações de divisões com números racionais,Bioe,T.L Hui,Inglês,2005
257,Triângulo,recursos/img/Matematica/triangulo.png,"O recurso “Triângulo”, tem como objetivo mostrar os passos para a construção geométrica de um triângulo utilizando régua e compasso, sendo que as medidas dos lados são conhecidas.",Matematica,6,DMII03,recursos/recurso/matematica/6/triangulo.rar,recursos/recurso/matematica/6/triangulo.swf,Triângulos,Bioe,Collège Jean Rostand,Francês,2010
258,Aresta,recursos/img/Matematica/aresta.png,"O recurso “Aresta”, tem como objetivos de trabalhar os conceitos matemáticos referentes às figuras geométricas planas e espaciais.",Matematica,6,DMII02,recursos/recurso/matematica/6/aresta.rar,recursos/recurso/matematica/6/aresta.swf,Formas Geométricas,Bioe,Ibelmar Parellada,Português,2010
259,Quadrado Mágico,recursos/img/Matematica/quadradoMagico.png,"O recurso “Quadrado Mágico”, tem por finalidade trabalhar a agilidade do cálculo mental.",Matematica,6,DMII18,recursos/recurso/matematica/6/quadradomagico.rar,recursos/recurso/matematica/6/quadradomagico.swf,Cálculos,Bioe,MD MAT - Mídias Digitais para Matemática,Português,2011
